gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
TIMP3	P35625	False	TIMP3_HUMAN		CPI-SS066568F69	0.002	0.0	0.031	0.0	0.08	0.01	0.0	0.0
MUC20	Q8N307	False	MUC20_HUMAN		CPI-SS0C41C439F	0.01	0.008	0.0	0.0	0.013	0.005	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0EB57E889	0.0	0.018	0.025	0.023	0.03	0.043	0.068	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS09C4AEB2C	0.0	0.018	0.025	0.023	0.03	0.043	0.068	0.0
LRFN1	Q9P244	False	LRFN1_HUMAN		CPI-SS09537963C	0.003	0.0	0.005	0.009	0.008	0.003	0.0	0.008
LRFN1	Q9P244	False	LRFN1_HUMAN		CPI-SS086D7C069	0.003	0.0	0.005	0.009	0.008	0.003	0.0	0.008
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0679ACC58	0.017	0.615	0.002	0.825	0.218	0.677	0.0	0.008
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0914E6659	0.017	0.615	0.002	0.825	0.218	0.677	0.0	0.008
HP	P00738	False	HP_HUMAN		CPI-SS08865350A	0.0	0.0	0.0	0.015	0.002	0.108	0.0	0.0
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS0E0719376	0.0	0.0	0.0	0.003	0.002	0.009	0.0	0.0
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS01D66C0BB	1.746	2.356	3.492	2.711	2.727	1.826	2.315	2.185
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS0941B7C1B	1.746	2.356	3.492	2.711	2.727	1.826	2.315	2.185
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS084E318F9	1.746	2.356	3.492	2.711	2.727	1.826	2.315	2.185
HSPA1A	P0DMV8	False	HSPA1A_HUMAN		CPI-SS0D6DF7540	0.008	0.018	0.015	0.032	0.054	0.134	0.0	0.026
HSPA4	P34932	False	HSPA4_HUMAN		CPI-SS02B0760D0	0.254	0.249	0.495	0.206	0.187	0.057	0.0	0.102
S100A12	P80511	False	S100A12_HUMAN		CPI-SS07151D8BB	0.003	0.11	0.0	0.011	0.002	0.546	0.0	0.0
S100A12	P80511	False	S100A12_HUMAN		CPI-SS086F711C7	0.003	0.11	0.0	0.011	0.002	0.546	0.0	0.0
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS068A7F2EB	0.002	0.025	0.0	0.066	0.034	0.081	0.0	0.0
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS057549724	0.002	0.025	0.0	0.066	0.034	0.081	0.0	0.0
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS0FCD8680F	0.002	0.025	0.0	0.066	0.034	0.081	0.0	0.0
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS03E6A34A5	0.002	0.025	0.0	0.066	0.034	0.081	0.0	0.0
IRAK4	Q9NWZ3	False	IRAK4_HUMAN		CPI-SS0225861FB	0.11	0.102	0.061	0.143	0.11	0.119	0.0	0.071
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS0E27540D6	0.005	0.0	0.0	0.015	0.017	0.009	0.0	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS0F23AD246	0.005	0.0	0.0	0.015	0.017	0.009	0.0	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS0602C971A	0.005	0.0	0.0	0.015	0.017	0.009	0.0	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS01D009F13	0.005	0.0	0.0	0.015	0.017	0.009	0.0	0.0
BAMBI	Q13145	False	BAMBI_HUMAN		CPI-SS025F878C3	0.005	0.0	0.0	0.015	0.017	0.009	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS097C3167E	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS049F5CDD6	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS0E5AD236D	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS0D94F32A1	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS0777AA9CD	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS02EFEB453	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS0E8CB1CB4	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS055BAD81B	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SS0790A6616	0.032	0.0	0.0	0.002	0.008	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS04A430211	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0951A3289	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS04EB41282	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0728D15DF	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS065D9FD35	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS082867062	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS04E737C22	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0900AD3A1	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS05CEE0C73	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0D30A37B0	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0C9A8BBF5	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.005
BMP2	P12643	False	BMP2_HUMAN		CPI-SS0C19FC63B	0.0	0.0	0.005	0.0	0.007	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SS07A8778A8	0.009	0.0	0.001	0.0	0.01	0.0	0.0	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0A91B61C6	0.007	0.0	0.002	0.0	0.0	0.0	0.0	0.003
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS05776FBE7	0.007	0.0	0.002	0.0	0.0	0.0	0.0	0.003
AMHR2	Q16671	False	AMHR2_HUMAN		CPI-SS09F1389CF	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0
AMHR2	Q16671	False	AMHR2_HUMAN		CPI-SS0D1F9D67C	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0
RGMB	Q6NW40	False	RGMB_HUMAN		CPI-SS083046473	0.012	0.0	0.0	0.0	0.004	0.007	0.0	0.004
RGMB	Q6NW40	False	RGMB_HUMAN		CPI-SS02EFD9EBA	0.012	0.0	0.0	0.0	0.004	0.007	0.0	0.004
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS0EE254B62	0.002	0.0	0.001	0.051	0.027	0.035	0.0	0.0
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS02CC5B302	0.002	0.0	0.001	0.051	0.027	0.035	0.0	0.0
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS0440D43EC	0.002	0.0	0.001	0.051	0.027	0.035	0.0	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0658E984B	0.005	0.0	0.0	0.0	0.01	0.008	0.0	0.03
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0B9860AD7	0.005	0.0	0.0	0.0	0.01	0.008	0.0	0.03
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS028CEA285	0.005	0.0	0.0	0.0	0.01	0.008	0.0	0.03
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0B299A905	0.005	0.0	0.0	0.0	0.01	0.008	0.0	0.03
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS07F3C72FA	0.005	0.0	0.0	0.0	0.01	0.008	0.0	0.03
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS002DB66DB	0.003	0.021	0.0	0.063	0.015	0.075	0.0	0.013
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS087D64803	0.003	0.021	0.0	0.063	0.015	0.075	0.0	0.013
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS0766B48E3	0.003	0.021	0.0	0.063	0.015	0.075	0.0	0.013
ROBO1	Q9Y6N7	False	ROBO1_HUMAN		CPI-SS0E012231E	0.008	0.0	0.006	0.0	0.014	0.0	0.0	0.0
ROBO1	Q9Y6N7	False	ROBO1_HUMAN		CPI-SS01F75476A	0.008	0.0	0.006	0.0	0.014	0.0	0.0	0.0
TNF	P01375	False	TNF_HUMAN		CPI-SS093FFDD32	0.014	0.018	0.006	0.09	0.009	0.374	0.237	0.027
TNF	P01375	False	TNF_HUMAN		CPI-SS072E1E27A	0.014	0.018	0.006	0.09	0.009	0.374	0.237	0.027
TNF	P01375	False	TNF_HUMAN		CPI-SS0BCE672F6	0.014	0.018	0.006	0.09	0.009	0.374	0.237	0.027
MPIG6B	O95866	False	MPIG6B_HUMAN		CPI-SS0B8D82011	0.0	0.043	0.014	0.0	0.079	0.0	0.0	0.0
MPIG6B	O95866	False	MPIG6B_HUMAN		CPI-SS08928D60A	0.0	0.043	0.014	0.0	0.079	0.0	0.0	0.0
TIE1	P35590	False	TIE1_HUMAN		CPI-SS088D84D21	0.002	0.0	0.001	0.004	0.027	0.0	0.0	0.006
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.015	0.0	0.0	0.0	0.0	0.004	0.0	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.015	0.0	0.0	0.0	0.0	0.004	0.0	0.021
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.015	0.0	0.0	0.0	0.0	0.004	0.0	0.021
KLB	Q86Z14	False	KLB_HUMAN		CPI-SS085D8395D	0.0	0.0	0.001	0.004	0.005	0.008	0.0	0.004
KLB	Q86Z14	False	KLB_HUMAN		CPI-SS05379485A	0.0	0.0	0.001	0.004	0.005	0.008	0.0	0.004
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.013	0.0	0.0	0.002	0.002	0.004	0.0	0.004
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.013	0.0	0.0	0.002	0.002	0.004	0.0	0.004
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0CB0DDDF0	0.003	0.0	0.001	0.004	0.001	0.0	0.0	0.01
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0E1F6117E	0.003	0.0	0.001	0.004	0.001	0.0	0.0	0.01
NEGR1	Q7Z3B1	False	NEGR1_HUMAN		CPI-SS0CF5BB839	0.0	0.105	0.0	0.03	0.034	0.026	0.0	0.0
NEGR1	Q7Z3B1	False	NEGR1_HUMAN		CPI-SS049BB0366	0.0	0.105	0.0	0.03	0.034	0.026	0.0	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS0001AFD46	0.049	0.0	0.009	0.002	0.038	0.078	0.0	0.004
CD9	P21926	False	CD9_HUMAN		CPI-SS048D55DBE	0.049	0.0	0.009	0.002	0.038	0.078	0.0	0.004
CD9	P21926	False	CD9_HUMAN		CPI-SS09EB0F005	0.049	0.0	0.009	0.002	0.038	0.078	0.0	0.004
CD9	P21926	False	CD9_HUMAN		CPI-SS07EFC724D	0.049	0.0	0.009	0.002	0.038	0.078	0.0	0.004
CD9	P21926	False	CD9_HUMAN		CPI-SS09ED670BE	0.049	0.0	0.009	0.002	0.038	0.078	0.0	0.004
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS033046196	0.011	0.0	0.0	0.015	0.024	0.003	0.0	0.008
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.011	0.0	0.0	0.015	0.024	0.003	0.0	0.008
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS0C92E4F54	0.011	0.0	0.0	0.015	0.024	0.003	0.0	0.008
FCAR	P24071	False	FCAR_HUMAN		CPI-SS099714329	0.006	0.057	0.008	0.037	0.009	0.254	0.0	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS074504CA1	0.006	0.057	0.008	0.037	0.009	0.254	0.0	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS0D935861C	0.006	0.057	0.008	0.037	0.009	0.254	0.0	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS0D7F2C67C	0.006	0.057	0.008	0.037	0.009	0.254	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0C892B9D6	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS02C0AA46D	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS05D888A66	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0ECE5AD29	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS072D05E13	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0EF952118	0.009	0.0	0.005	0.012	0.001	0.0	0.0	0.0
NCR1	O76036	False	NCR1_HUMAN		CPI-SS0022C7B49	0.0	0.0	0.0	0.003	0.001	0.006	0.0	0.019
CD4	P01730	False	CD4_HUMAN		CPI-SS0427D5622	0.002	0.406	0.008	0.169	0.053	0.297	0.119	0.089
CD4	P01730	False	CD4_HUMAN		CPI-SS045224892	0.002	0.406	0.008	0.169	0.053	0.297	0.119	0.089
KIR2DL4	Q99706	False	KIR2DL4_HUMAN		CPI-SS0284F55EF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004
KIR2DL4	Q99706	False	KIR2DL4_HUMAN		CPI-SS0DA990065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS01108290E	0.008	0.0	0.001	0.013	0.024	0.054	0.0	0.003
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS025AA064E	0.008	0.0	0.001	0.013	0.024	0.054	0.0	0.003
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS094C4CA42	0.008	0.0	0.001	0.013	0.024	0.054	0.0	0.003
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS02EF3E1BA	0.008	0.0	0.001	0.013	0.024	0.054	0.0	0.003
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS001DC9B24	0.008	0.0	0.001	0.013	0.024	0.054	0.0	0.003
ANGPTL1	O95841	False	ANGPTL1_HUMAN		CPI-SS0F10EA654	0.023	0.0	0.0	0.004	0.003	0.0	0.0	0.0
FCGR1A	P12314	False	FCGR1A_HUMAN		CPI-SS0FBF68344	0.0	0.035	0.0	0.074	0.01	0.076	0.0	0.0
BTNL9	Q6UXG8	False	BTNL9_HUMAN		CPI-SS083AB989C	0.002	0.0	0.006	0.0	0.007	0.0	0.0	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS0EA9E1853	0.002	0.0	0.0	0.095	0.009	0.125	0.0	0.012
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.002	0.0	0.088	0.002	0.022	0.016	0.0	0.015
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS0C67CADC3	0.008	0.0	0.001	0.0	0.004	0.0	0.0	0.005
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS011BD2959	0.008	0.0	0.001	0.0	0.004	0.0	0.0	0.005
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS0B71EF51E	0.008	0.0	0.001	0.0	0.004	0.0	0.0	0.005
KIR3DL2	P43630	False	KIR3DL2_HUMAN		CPI-SS02C096715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
KIR3DL2	P43630	False	KIR3DL2_HUMAN		CPI-SS0F705B7BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
KIR3DL2	P43630	False	KIR3DL2_HUMAN		CPI-SS0BDD10277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
KIR3DL2	P43630	False	KIR3DL2_HUMAN		CPI-SS0844F4B83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022
CD3D	P04234	False	CD3D_HUMAN		CPI-SS019E5B007	0.0	0.0	0.004	0.001	0.003	0.015	0.158	0.593
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0EC9E9C09	0.003	0.0	0.0	0.0	0.001	0.006	0.199	0.629
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0143D581F	0.003	0.0	0.0	0.0	0.001	0.006	0.199	0.629
CANX	P27824	False	CANX_HUMAN		CPI-SS0BE813E57	0.389	1.007	0.895	1.287	1.219	0.747	0.357	0.325
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS092F24344	0.001	0.0	0.0	0.0	0.007	0.005	1.115	0.273
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS025034EDA	0.001	0.0	0.0	0.0	0.007	0.005	1.115	0.273
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS077CD4BEB	0.001	0.0	0.0	0.0	0.007	0.005	1.115	0.273
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS0B09662E3	0.001	0.0	0.0	0.0	0.007	0.005	1.115	0.273
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS0C987F766	0.001	0.0	0.0	0.0	0.007	0.005	1.115	0.273
B2M	P61769	False	B2M_HUMAN		CPI-SS067F48B7B	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS09497E7BF	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS08898C748	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS0153B8D92	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS043FD4010	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS055D717C5	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS05EAA9470	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS0D94A45F2	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS00196923A	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS0D53EBCE3	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
B2M	P61769	False	B2M_HUMAN		CPI-SS044C341E6	3.543	3.898	2.265	3.314	3.131	3.602	4.757	3.74
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS068DF8DFB	0.0	0.0	0.0	0.04	0.022	0.004	0.0	0.005
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS0EF42A647	0.0	0.0	0.0	0.04	0.022	0.004	0.0	0.005
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS04CFC1A6F	0.0	0.0	0.0	0.04	0.022	0.004	0.0	0.005
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0F21C501C	0.328	0.0	0.005	0.002	0.003	0.008	0.0	0.008
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0B1116348	0.328	0.0	0.005	0.002	0.003	0.008	0.0	0.008
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0BBDCD5A4	0.328	0.0	0.005	0.002	0.003	0.008	0.0	0.008
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0DB1BC93A	0.328	0.0	0.005	0.002	0.003	0.008	0.0	0.008
KIAA0319L	Q8IZA0	False	KIAA0319L_HUMAN		CPI-SS0FD346E93	0.045	0.073	0.06	0.167	0.127	0.124	0.0	0.073
FGFRL1	Q8N441	False	FGFRL1_HUMAN		CPI-SS070943937	0.019	0.0	0.038	0.001	0.012	0.062	0.0	0.009
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.014
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0D52EEBEE	0.0	0.0	0.0	0.001	0.005	0.008	0.0	0.015
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0F63CF997	0.0	0.0	0.0	0.001	0.005	0.008	0.0	0.015
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS01508142C	0.016	0.357	0.004	0.264	0.077	0.326	0.0	0.018
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS07825917B	0.016	0.357	0.004	0.264	0.077	0.326	0.0	0.018
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS0D7D7BBD3	0.016	0.357	0.004	0.264	0.077	0.326	0.0	0.018
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS07D5DDE3C	0.016	0.357	0.004	0.264	0.077	0.326	0.0	0.018
C3	P01024	False	C3_HUMAN		CPI-SS0D8DF3BAC	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.0
PGF	P49763	False	PGF_HUMAN		CPI-SS0855C0353	0.0	0.0	0.0	0.031	0.004	0.005	0.0	0.006
PGF	P49763	False	PGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.0	0.0	0.031	0.004	0.005	0.0	0.006
PGF	P49763	False	PGF_HUMAN		CPI-SS0D22A09AD	0.0	0.0	0.0	0.031	0.004	0.005	0.0	0.006
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS07BEAF467	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS0F15C1AB3	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS0FE4F9B5A	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0E1EB6829	0.0	0.059	0.009	0.003	0.006	0.03	0.0	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0241A1F57	0.0	0.059	0.009	0.003	0.006	0.03	0.0	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0D396DFD6	0.0	0.059	0.009	0.003	0.006	0.03	0.0	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0C29E8C11	0.112	0.0	0.134	0.001	0.096	0.01	0.0	0.033
AFDN	P55196	False	AFDN_HUMAN		CPI-SS07E0A5C6D	0.112	0.0	0.134	0.001	0.096	0.01	0.0	0.033
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0525BAEEC	0.112	0.0	0.134	0.001	0.096	0.01	0.0	0.033
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS019E41AF4	0.004	0.287	0.0	0.001	0.002	0.004	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS000969817	0.004	0.287	0.0	0.001	0.002	0.004	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.004	0.287	0.0	0.001	0.002	0.004	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00A7CE2B0	0.004	0.287	0.0	0.001	0.002	0.004	0.0	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SS0BBFC7962	0.002	0.0	0.0	0.031	0.005	0.025	0.0	0.017
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SS09DBC94E5	0.002	0.0	0.0	0.031	0.005	0.025	0.0	0.017
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS071573681	0.039	0.1	0.07	0.185	0.072	0.232	0.0	0.042
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS0A9ACF5BA	0.039	0.1	0.07	0.185	0.072	0.232	0.0	0.042
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS08E9C9E0C	0.039	0.1	0.07	0.185	0.072	0.232	0.0	0.042
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS08B5928C2	0.011	0.018	0.003	0.045	0.088	0.037	0.0	0.031
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS04E82369A	0.011	0.018	0.003	0.045	0.088	0.037	0.0	0.031
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS099E3FF6D	0.091	0.119	0.05	0.166	0.109	0.21	0.129	0.077
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS0459248F8	0.091	0.119	0.05	0.166	0.109	0.21	0.129	0.077
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS0FD35622F	0.091	0.119	0.05	0.166	0.109	0.21	0.129	0.077
EPN1	Q9Y6I3	False	EPN1_HUMAN		CPI-SS0AE3C7C2D	0.2	0.353	0.108	0.317	0.17	0.444	0.221	0.133
BCAM	P50895	False	BCAM_HUMAN		CPI-SS045D46E33	0.002	0.0	0.156	0.0	0.007	0.002	0.0	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0DDDDFE0A	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0E7C2EF95	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS02E7D0F4D	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS059C1B141	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BC74D93B	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS059D39864	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS043802089	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0555D6F95	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS05A675F12	0.016	0.043	0.049	0.002	0.011	0.038	0.0	0.017
